,TransactionID,CustomerID,Date,ProductID,Price,Qty,TotalAmount,StoreID,Month,Monthname
2669,TR20698,343,2022-10-07,P4,12000,1,12000,5,10,Oct
2670,TR32454,363,2022-10-07,P5,4200,3,12600,12,10,Oct
2671,TR32974,219,2022-10-07,P3,7500,2,15000,11,10,Oct
2672,TR51807,315,2022-10-07,P10,15000,1,15000,5,10,Oct
2673,TR58251,279,2022-10-07,P5,4200,5,21000,4,10,Oct
2674,TR81797,37,2022-10-07,P1,8800,10,88000,3,10,Oct
2675,TR90402,323,2022-10-07,P3,7500,4,30000,5,10,Oct
2676,TR95008,319,2022-10-07,P2,3200,7,22400,8,10,Oct
2677,TR96588,221,2022-10-07,P3,7500,1,7500,4,10,Oct
2678,TR14050,431,2022-11-07,P10,15000,3,45000,1,11,Nov
2679,TR19919,143,2022-11-07,P9,10000,6,60000,4,11,Nov
2680,TR3197,96,2022-11-07,P3,7500,1,7500,9,11,Nov
2681,TR61088,1,2022-11-07,P4,12000,2,24000,6,11,Nov
2682,TR61164,95,2022-11-07,P5,4200,3,12600,13,11,Nov
2683,TR74348,20,2022-11-07,P3,7500,4,30000,14,11,Nov
2684,TR9460,354,2022-11-07,P8,16000,2,32000,3,11,Nov
2685,TR95391,416,2022-11-07,P5,4200,4,16800,6,11,Nov
2686,TR98335,130,2022-11-07,P6,18000,4,72000,3,11,Nov
2687,TR12333,411,2022-12-07,P10,15000,5,75000,4,12,Dec
2688,TR1310,306,2022-12-07,P6,18000,2,36000,8,12,Dec
2689,TR20981,121,2022-12-07,P3,7500,3,22500,14,12,Dec
2690,TR29295,90,2022-12-07,P6,18000,4,72000,13,12,Dec
2691,TR30261,103,2022-12-07,P10,15000,4,60000,13,12,Dec
2692,TR34405,133,2022-12-07,P5,4200,5,21000,2,12,Dec
2693,TR3631,168,2022-12-07,P4,12000,3,36000,13,12,Dec
2694,TR42847,220,2022-12-07,P10,15000,5,75000,12,12,Dec
2695,TR48273,6,2022-12-07,P1,8800,6,52800,10,12,Dec
2696,TR55797,260,2022-12-07,P5,4200,5,21000,8,12,Dec
2697,TR76552,89,2022-12-07,P10,15000,4,60000,8,12,Dec
2698,TR84344,44,2022-12-07,P9,10000,5,50000,12,12,Dec
2699,TR86305,282,2022-12-07,P8,16000,2,32000,4,12,Dec
2700,TR95040,175,2022-12-07,P10,15000,3,45000,1,12,Dec
2701,TR12695,392,2022-07-13,P8,16000,2,32000,1,7,Jul
2702,TR23573,64,2022-07-13,P4,12000,3,36000,4,7,Jul
2703,TR35195,403,2022-07-13,P2,3200,3,9600,8,7,Jul
2704,TR3672,38,2022-07-13,P3,7500,6,45000,3,7,Jul
2705,TR43134,427,2022-07-13,P7,9400,6,56400,11,7,Jul
2706,TR51241,107,2022-07-13,P9,10000,7,70000,12,7,Jul
2707,TR52524,80,2022-07-13,P1,8800,10,88000,1,7,Jul
2708,TR53333,401,2022-07-13,P4,12000,3,36000,11,7,Jul
2709,TR62617,132,2022-07-13,P7,9400,5,47000,10,7,Jul
2710,TR70841,71,2022-07-13,P4,12000,4,48000,10,7,Jul
2711,TR74928,118,2022-07-13,P2,3200,3,9600,12,7,Jul
2712,TR94022,119,2022-07-13,P2,3200,4,12800,12,7,Jul
2713,TR2139,211,2022-07-14,P5,4200,4,16800,7,7,Jul
2714,TR37718,310,2022-07-14,P10,15000,2,30000,4,7,Jul
2715,TR44981,246,2022-07-14,P6,18000,3,54000,1,7,Jul
2716,TR47252,190,2022-07-14,P6,18000,1,18000,2,7,Jul
2717,TR58787,329,2022-07-14,P7,9400,4,37600,14,7,Jul
2718,TR641,380,2022-07-14,P4,12000,3,36000,11,7,Jul
2719,TR68490,235,2022-07-14,P5,4200,4,16800,3,7,Jul
2720,TR80518,242,2022-07-14,P10,15000,1,15000,10,7,Jul
2721,TR86403,154,2022-07-14,P5,4200,4,16800,5,7,Jul
2722,TR92658,393,2022-07-14,P8,16000,1,16000,3,7,Jul
2723,TR94823,156,2022-07-14,P3,7500,2,15000,10,7,Jul
2724,TR15294,109,2022-07-15,P9,10000,1,10000,3,7,Jul
2725,TR30164,422,2022-07-15,P4,12000,1,12000,8,7,Jul
2726,TR33708,203,2022-07-15,P1,8800,3,26400,13,7,Jul
2727,TR34374,155,2022-07-15,P1,8800,5,44000,4,7,Jul
2728,TR43002,131,2022-07-15,P7,9400,4,37600,4,7,Jul
2729,TR49832,324,2022-07-15,P9,10000,7,70000,9,7,Jul
2730,TR51065,289,2022-07-15,P10,15000,1,15000,3,7,Jul
2731,TR54094,122,2022-07-15,P5,4200,5,21000,12,7,Jul
2732,TR578,55,2022-07-15,P4,12000,1,12000,13,7,Jul
2733,TR65129,235,2022-07-15,P1,8800,9,79200,14,7,Jul
2734,TR84724,130,2022-07-15,P10,15000,2,30000,7,7,Jul
2735,TR92748,234,2022-07-15,P5,4200,2,8400,13,7,Jul
2736,TR96640,370,2022-07-15,P10,15000,3,45000,2,7,Jul
2737,TR31029,283,2022-07-16,P5,4200,2,8400,7,7,Jul
2738,TR3143,366,2022-07-16,P1,8800,2,17600,7,7,Jul
2739,TR4218,86,2022-07-16,P8,16000,3,48000,3,7,Jul
2740,TR48734,9,2022-07-16,P5,4200,2,8400,11,7,Jul
2741,TR53450,251,2022-07-16,P5,4200,5,21000,4,7,Jul
2742,TR5550,382,2022-07-16,P5,4200,3,12600,6,7,Jul
2743,TR56393,122,2022-07-16,P5,4200,2,8400,10,7,Jul
2744,TR60388,4,2022-07-16,P3,7500,6,45000,11,7,Jul
2745,TR62166,84,2022-07-16,P5,4200,5,21000,8,7,Jul
2746,TR70759,405,2022-07-16,P2,3200,3,9600,2,7,Jul
2747,TR75376,5,2022-07-16,P5,4200,3,12600,6,7,Jul
2748,TR83364,325,2022-07-16,P1,8800,5,44000,12,7,Jul
2749,TR99601,343,2022-07-16,P1,8800,8,70400,6,7,Jul
2750,TR36570,330,2022-07-17,P5,4200,2,8400,3,7,Jul
2751,TR49164,181,2022-07-17,P10,15000,2,30000,4,7,Jul
2752,TR60869,41,2022-07-17,P1,8800,2,17600,12,7,Jul
2753,TR62363,40,2022-07-17,P5,4200,2,8400,14,7,Jul
2754,TR64731,303,2022-07-17,P3,7500,5,37500,11,7,Jul
2755,TR67347,219,2022-07-17,P3,7500,3,22500,4,7,Jul
2756,TR68474,322,2022-07-17,P10,15000,4,60000,3,7,Jul
2757,TR68921,326,2022-07-17,P9,10000,6,60000,2,7,Jul
2758,TR75493,67,2022-07-17,P2,3200,7,22400,9,7,Jul
2759,TR8136,174,2022-07-17,P10,15000,5,75000,6,7,Jul
2760,TR83187,60,2022-07-17,P9,10000,1,10000,9,7,Jul
2761,TR89318,183,2022-07-17,P3,7500,1,7500,12,7,Jul
2762,TR93507,58,2022-07-17,P3,7500,1,7500,6,7,Jul
2763,TR10691,228,2022-07-18,P9,10000,5,50000,10,7,Jul
2764,TR14426,347,2022-07-18,P10,15000,5,75000,8,7,Jul
2765,TR17260,184,2022-07-18,P3,7500,6,45000,7,7,Jul
2766,TR20154,269,2022-07-18,P4,12000,5,60000,5,7,Jul
2767,TR26036,179,2022-07-18,P2,3200,6,19200,4,7,Jul
2768,TR26673,202,2022-07-18,P2,3200,6,19200,2,7,Jul
2769,TR28937,285,2022-07-18,P3,7500,6,45000,10,7,Jul
2770,TR32600,404,2022-07-18,P6,18000,1,18000,7,7,Jul
2771,TR33616,233,2022-07-18,P10,15000,1,15000,3,7,Jul
2772,TR38919,389,2022-07-18,P5,4200,5,21000,1,7,Jul
2773,TR40874,430,2022-07-18,P3,7500,4,30000,11,7,Jul
2774,TR46023,347,2022-07-18,P6,18000,2,36000,4,7,Jul
2775,TR56414,106,2022-07-18,P10,15000,2,30000,2,7,Jul
2776,TR61730,194,2022-07-18,P9,10000,6,60000,6,7,Jul
2777,TR69674,63,2022-07-18,P7,9400,3,28200,13,7,Jul
2778,TR71806,149,2022-07-18,P3,7500,1,7500,12,7,Jul
2779,TR76228,310,2022-07-18,P8,16000,2,32000,9,7,Jul
2780,TR83217,360,2022-07-18,P1,8800,3,26400,14,7,Jul
2781,TR93440,97,2022-07-18,P10,15000,1,15000,7,7,Jul
2782,TR18501,155,2022-07-19,P4,12000,4,48000,9,7,Jul
2783,TR38120,268,2022-07-19,P10,15000,4,60000,10,7,Jul
2784,TR44790,226,2022-07-19,P9,10000,5,50000,6,7,Jul
2785,TR44879,246,2022-07-19,P8,16000,3,48000,9,7,Jul
2786,TR51183,409,2022-07-19,P4,12000,1,12000,4,7,Jul
2787,TR52019,308,2022-07-19,P9,10000,5,50000,13,7,Jul
2788,TR55960,359,2022-07-19,P2,3200,3,9600,1,7,Jul
2789,TR58929,348,2022-07-19,P2,3200,7,22400,12,7,Jul
2790,TR62665,83,2022-07-19,P7,9400,2,18800,8,7,Jul
2791,TR6567,225,2022-07-19,P1,8800,3,26400,7,7,Jul
2792,TR83113,387,2022-07-19,P5,4200,2,8400,5,7,Jul
2793,TR90470,409,2022-07-19,P10,15000,4,60000,8,7,Jul
2794,TR97097,295,2022-07-19,P6,18000,4,72000,2,7,Jul
2795,TR97431,106,2022-07-19,P9,10000,6,60000,9,7,Jul
2796,TR26196,222,2022-07-20,P6,18000,1,18000,6,7,Jul
2797,TR26697,200,2022-07-20,P10,15000,2,30000,9,7,Jul
2798,TR32786,342,2022-07-20,P10,15000,2,30000,1,7,Jul
2799,TR46777,280,2022-07-20,P9,10000,2,20000,1,7,Jul
2800,TR56738,107,2022-07-20,P10,15000,5,75000,10,7,Jul
2801,TR62628,210,2022-07-20,P3,7500,2,15000,7,7,Jul
2802,TR86068,47,2022-07-20,P7,9400,6,56400,1,7,Jul
2803,TR87924,35,2022-07-20,P7,9400,2,18800,3,7,Jul
2804,TR96504,63,2022-07-20,P3,7500,2,15000,9,7,Jul
2805,TR11380,233,2022-07-21,P6,18000,2,36000,8,7,Jul
2806,TR1673,161,2022-07-21,P9,10000,5,50000,10,7,Jul
2807,TR28030,141,2022-07-21,P9,10000,2,20000,10,7,Jul
2808,TR28409,156,2022-07-21,P9,10000,3,30000,5,7,Jul
2809,TR39448,437,2022-07-21,P6,18000,2,36000,11,7,Jul
2810,TR49585,65,2022-07-21,P5,4200,5,21000,8,7,Jul
2811,TR50660,135,2022-07-21,P10,15000,2,30000,8,7,Jul
2812,TR55267,247,2022-07-21,P4,12000,1,12000,13,7,Jul
2813,TR59147,218,2022-07-21,P7,9400,4,37600,12,7,Jul
2814,TR7340,272,2022-07-21,P7,9400,5,47000,4,7,Jul
2815,TR78287,393,2022-07-21,P5,4200,2,8400,2,7,Jul
2816,TR1049,344,2022-07-22,P1,8800,5,44000,11,7,Jul
2817,TR10987,350,2022-07-22,P2,3200,6,19200,10,7,Jul
2818,TR1571,272,2022-07-22,P1,8800,6,52800,9,7,Jul
2819,TR22083,134,2022-07-22,P8,16000,3,48000,8,7,Jul
2820,TR58934,206,2022-07-22,P10,15000,1,15000,2,7,Jul
2821,TR70360,393,2022-07-22,P5,4200,3,12600,9,7,Jul
2822,TR76806,62,2022-07-22,P3,7500,3,22500,5,7,Jul
2823,TR78085,122,2022-07-22,P2,3200,4,12800,13,7,Jul
2824,TR80034,427,2022-07-22,P3,7500,4,30000,10,7,Jul
2825,TR88485,442,2022-07-22,P9,10000,7,70000,7,7,Jul
2826,TR99442,305,2022-07-22,P10,15000,1,15000,9,7,Jul
2827,TR16264,158,2022-07-23,P3,7500,5,37500,6,7,Jul
2828,TR20170,165,2022-07-23,P3,7500,2,15000,13,7,Jul
2829,TR32546,431,2022-07-23,P5,4200,3,12600,1,7,Jul
2830,TR35699,35,2022-07-23,P8,16000,2,32000,3,7,Jul
2831,TR37670,173,2022-07-23,P4,12000,2,24000,6,7,Jul
2832,TR42568,336,2022-07-23,P3,7500,1,7500,11,7,Jul
2833,TR43132,316,2022-07-23,P10,15000,2,30000,5,7,Jul
2834,TR49965,190,2022-07-23,P7,9400,3,28200,12,7,Jul
2835,TR54521,118,2022-07-23,P5,4200,4,16800,7,7,Jul
2836,TR58557,220,2022-07-23,P4,12000,3,36000,8,7,Jul
2837,TR58930,78,2022-07-23,P1,8800,7,61600,10,7,Jul
2838,TR5986,379,2022-07-23,P2,3200,4,12800,4,7,Jul
2839,TR63342,406,2022-07-23,P5,4200,4,16800,8,7,Jul
2840,TR72935,70,2022-07-23,P7,9400,4,37600,3,7,Jul
2841,TR86223,391,2022-07-23,P5,4200,4,16800,14,7,Jul
2842,TR86677,275,2022-07-23,P10,15000,2,30000,3,7,Jul
2843,TR88783,371,2022-07-23,P7,9400,6,56400,13,7,Jul
2844,TR12998,30,2022-07-24,P10,15000,5,75000,2,7,Jul
2845,TR28043,311,2022-07-24,P7,9400,6,56400,13,7,Jul
2846,TR2808,24,2022-07-24,P7,9400,2,18800,7,7,Jul
2847,TR36341,95,2022-07-24,P3,7500,2,15000,7,7,Jul
2848,TR37620,210,2022-07-24,P10,15000,2,30000,3,7,Jul
2849,TR40501,129,2022-07-24,P10,15000,4,60000,14,7,Jul
2850,TR47249,434,2022-07-24,P3,7500,1,7500,4,7,Jul
2851,TR60813,341,2022-07-24,P1,8800,7,61600,13,7,Jul
2852,TR61336,204,2022-07-24,P7,9400,2,18800,8,7,Jul
2853,TR65220,75,2022-07-24,P5,4200,3,12600,4,7,Jul
2854,TR76972,69,2022-07-24,P7,9400,6,56400,5,7,Jul
2855,TR89823,37,2022-07-24,P2,3200,4,12800,14,7,Jul
2856,TR93557,421,2022-07-24,P10,15000,2,30000,11,7,Jul
2857,TR94045,35,2022-07-24,P7,9400,4,37600,4,7,Jul
2858,TR99917,442,2022-07-24,P3,7500,1,7500,5,7,Jul
2859,TR1894,276,2022-07-25,P3,7500,3,22500,11,7,Jul
2860,TR2171,155,2022-07-25,P7,9400,4,37600,6,7,Jul
2861,TR22482,427,2022-07-25,P2,3200,5,16000,8,7,Jul
2862,TR29147,78,2022-07-25,P7,9400,5,47000,7,7,Jul
2863,TR31405,447,2022-07-25,P10,15000,2,30000,5,7,Jul
2864,TR51479,149,2022-07-25,P1,8800,3,26400,7,7,Jul
2865,TR53532,182,2022-07-25,P7,9400,3,28200,12,7,Jul
2866,TR56821,357,2022-07-25,P1,8800,10,88000,6,7,Jul
2867,TR58485,348,2022-07-25,P9,10000,7,70000,13,7,Jul
2868,TR67165,112,2022-07-25,P10,15000,3,45000,4,7,Jul
2869,TR73167,395,2022-07-25,P7,9400,3,28200,6,7,Jul
2870,TR74634,92,2022-07-25,P2,3200,7,22400,6,7,Jul
2871,TR77214,392,2022-07-25,P10,15000,3,45000,9,7,Jul
2872,TR80656,73,2022-07-25,P2,3200,7,22400,14,7,Jul
2873,TR82864,373,2022-07-25,P1,8800,2,17600,6,7,Jul
2874,TR84729,447,2022-07-25,P10,15000,1,15000,14,7,Jul
2875,TR91361,445,2022-07-25,P5,4200,2,8400,5,7,Jul
2876,TR92290,16,2022-07-25,P5,4200,3,12600,11,7,Jul
2877,TR37299,281,2022-07-26,P10,15000,3,45000,7,7,Jul
2878,TR49786,193,2022-07-26,P10,15000,2,30000,4,7,Jul
2879,TR6646,40,2022-07-26,P8,16000,2,32000,3,7,Jul
2880,TR80476,106,2022-07-26,P3,7500,4,30000,8,7,Jul
2881,TR80963,242,2022-07-26,P9,10000,6,60000,1,7,Jul
2882,TR92041,158,2022-07-26,P6,18000,2,36000,14,7,Jul
2883,TR96548,195,2022-07-26,P9,10000,7,70000,13,7,Jul
2884,TR13399,251,2022-07-27,P3,7500,6,45000,9,7,Jul
2885,TR1761,33,2022-07-27,P9,10000,5,50000,9,7,Jul
2886,TR18734,137,2022-07-27,P3,7500,6,45000,10,7,Jul
2887,TR18919,301,2022-07-27,P8,16000,1,16000,3,7,Jul
2888,TR35393,146,2022-07-27,P4,12000,3,36000,4,7,Jul
2889,TR37247,168,2022-07-27,P9,10000,6,60000,11,7,Jul
2890,TR4330,184,2022-07-27,P7,9400,4,37600,2,7,Jul
2891,TR43865,140,2022-07-27,P4,12000,5,60000,3,7,Jul
2892,TR64592,233,2022-07-27,P7,9400,5,47000,1,7,Jul
2893,TR68397,366,2022-07-27,P7,9400,4,37600,11,7,Jul
2894,TR73213,438,2022-07-27,P9,10000,4,40000,9,7,Jul
2895,TR74255,269,2022-07-27,P2,3200,6,19200,5,7,Jul
2896,TR75926,93,2022-07-27,P3,7500,3,22500,1,7,Jul
2897,TR77018,290,2022-07-27,P5,4200,5,21000,9,7,Jul
2898,TR7731,374,2022-07-27,P2,3200,5,16000,3,7,Jul
2899,TR85662,256,2022-07-27,P2,3200,4,12800,8,7,Jul
2900,TR95917,404,2022-07-27,P1,8800,4,35200,6,7,Jul
2901,TR14318,329,2022-07-28,P7,9400,3,28200,8,7,Jul
2902,TR21815,281,2022-07-28,P9,10000,6,60000,9,7,Jul
2903,TR30682,51,2022-07-28,P1,8800,8,70400,14,7,Jul
2904,TR36893,263,2022-07-28,P9,10000,7,70000,1,7,Jul
2905,TR44357,436,2022-07-28,P10,15000,2,30000,7,7,Jul
2906,TR5163,179,2022-07-28,P5,4200,2,8400,3,7,Jul
2907,TR5234,127,2022-07-28,P7,9400,3,28200,3,7,Jul
2908,TR55462,100,2022-07-28,P5,4200,3,12600,4,7,Jul
2909,TR55490,139,2022-07-28,P9,10000,7,70000,2,7,Jul
2910,TR68469,430,2022-07-28,P5,4200,5,21000,1,7,Jul
2911,TR70456,268,2022-07-28,P10,15000,3,45000,6,7,Jul
2912,TR73353,321,2022-07-28,P5,4200,2,8400,14,7,Jul
2913,TR85075,123,2022-07-28,P8,16000,3,48000,11,7,Jul
2914,TR87669,106,2022-07-28,P9,10000,3,30000,2,7,Jul
2915,TR31560,317,2022-07-29,P10,15000,5,75000,9,7,Jul
2916,TR33898,133,2022-07-29,P4,12000,4,48000,12,7,Jul
2917,TR44006,279,2022-07-29,P4,12000,4,48000,1,7,Jul
2918,TR47867,335,2022-07-29,P5,4200,5,21000,3,7,Jul
2919,TR48903,100,2022-07-29,P7,9400,5,47000,9,7,Jul
2920,TR55822,265,2022-07-29,P9,10000,3,30000,9,7,Jul
2921,TR60324,117,2022-07-29,P7,9400,3,28200,3,7,Jul
2922,TR61852,222,2022-07-29,P3,7500,5,37500,10,7,Jul
2923,TR79961,198,2022-07-29,P2,3200,3,9600,4,7,Jul
2924,TR29281,351,2022-07-30,P2,3200,3,9600,13,7,Jul
2925,TR34702,73,2022-07-30,P10,15000,1,15000,1,7,Jul
2926,TR35027,352,2022-07-30,P5,4200,3,12600,10,7,Jul
2927,TR53646,134,2022-07-30,P9,10000,1,10000,4,7,Jul
2928,TR57388,279,2022-07-30,P5,4200,3,12600,12,7,Jul
2929,TR79279,312,2022-07-30,P5,4200,3,12600,7,7,Jul
2930,TR87025,166,2022-07-30,P8,16000,3,48000,12,7,Jul
2931,TR90924,22,2022-07-30,P5,4200,3,12600,1,7,Jul
2932,TR96436,261,2022-07-30,P5,4200,4,16800,14,7,Jul
2933,TR11561,95,2022-07-31,P5,4200,3,12600,13,7,Jul
2934,TR18825,413,2022-07-31,P5,4200,3,12600,12,7,Jul
2935,TR19314,232,2022-07-31,P8,16000,1,16000,2,7,Jul
2936,TR33646,297,2022-07-31,P6,18000,4,72000,14,7,Jul
2937,TR35431,163,2022-07-31,P2,3200,4,12800,6,7,Jul
2938,TR39340,37,2022-07-31,P2,3200,5,16000,8,7,Jul
2939,TR43786,173,2022-07-31,P2,3200,5,16000,14,7,Jul
2940,TR46910,366,2022-07-31,P8,16000,3,48000,7,7,Jul
2941,TR53122,154,2022-07-31,P7,9400,5,47000,4,7,Jul
2942,TR56532,102,2022-07-31,P7,9400,4,37600,7,7,Jul
2943,TR64171,261,2022-07-31,P8,16000,3,48000,5,7,Jul
2944,TR64429,175,2022-07-31,P8,16000,2,32000,12,7,Jul
2945,TR66732,305,2022-07-31,P5,4200,5,21000,10,7,Jul
2946,TR67801,127,2022-07-31,P9,10000,5,50000,5,7,Jul
2947,TR74894,269,2022-07-31,P5,4200,2,8400,3,7,Jul
2948,TR79061,159,2022-07-31,P10,15000,3,45000,8,7,Jul
2949,TR84627,379,2022-07-31,P3,7500,4,30000,5,7,Jul
2950,TR86739,426,2022-07-31,P2,3200,3,9600,1,7,Jul
2951,TR87312,156,2022-07-31,P3,7500,3,22500,11,7,Jul
2952,TR89427,337,2022-07-31,P5,4200,3,12600,6,7,Jul
2953,TR99533,314,2022-07-31,P6,18000,2,36000,3,7,Jul
2954,TR14097,14,2022-01-08,P6,18000,2,36000,4,1,Jan
2955,TR16315,191,2022-01-08,P2,3200,5,16000,14,1,Jan
2956,TR16655,86,2022-01-08,P5,4200,5,21000,6,1,Jan
2957,TR17167,56,2022-01-08,P8,16000,3,48000,7,1,Jan
2958,TR17636,432,2022-01-08,P4,12000,5,60000,9,1,Jan
2959,TR20788,90,2022-01-08,P8,16000,1,16000,13,1,Jan
2960,TR31798,93,2022-01-08,P5,4200,2,8400,11,1,Jan
2961,TR5342,41,2022-01-08,P4,12000,3,36000,2,1,Jan
2962,TR59109,7,2022-01-08,P5,4200,5,21000,2,1,Jan
2963,TR63511,395,2022-01-08,P1,8800,4,35200,4,1,Jan
2964,TR67910,361,2022-01-08,P5,4200,2,8400,7,1,Jan
2965,TR69555,221,2022-01-08,P4,12000,3,36000,4,1,Jan
2966,TR70767,72,2022-01-08,P9,10000,5,50000,3,1,Jan
2967,TR81266,49,2022-01-08,P9,10000,3,30000,7,1,Jan
2968,TR86513,393,2022-01-08,P1,8800,2,17600,6,1,Jan
2969,TR9305,9,2022-01-08,P1,8800,6,52800,3,1,Jan
2970,TR12611,401,2022-02-08,P8,16000,3,48000,9,2,Feb
2971,TR15270,186,2022-02-08,P5,4200,3,12600,8,2,Feb
2972,TR17682,86,2022-02-08,P2,3200,7,22400,3,2,Feb
2973,TR20640,118,2022-02-08,P8,16000,3,48000,9,2,Feb
2974,TR27157,14,2022-02-08,P7,9400,4,37600,10,2,Feb
2975,TR39680,445,2022-02-08,P6,18000,3,54000,11,2,Feb
2976,TR47095,129,2022-02-08,P5,4200,3,12600,5,2,Feb
2977,TR48519,176,2022-02-08,P3,7500,5,37500,5,2,Feb
2978,TR65250,290,2022-02-08,P10,15000,3,45000,2,2,Feb
2979,TR69251,276,2022-02-08,P5,4200,4,16800,10,2,Feb
2980,TR79559,97,2022-02-08,P3,7500,3,22500,10,2,Feb
2981,TR83110,341,2022-02-08,P10,15000,5,75000,6,2,Feb
2982,TR84912,231,2022-02-08,P3,7500,3,22500,1,2,Feb
2983,TR85548,399,2022-02-08,P5,4200,5,21000,3,2,Feb
2984,TR94856,431,2022-02-08,P10,15000,3,45000,6,2,Feb
2985,TR97515,281,2022-02-08,P2,3200,4,12800,13,2,Feb
2986,TR30908,74,2022-03-08,P7,9400,5,47000,12,3,Mar
2987,TR49380,31,2022-03-08,P4,12000,3,36000,14,3,Mar
2988,TR49423,88,2022-03-08,P9,10000,4,40000,6,3,Mar
2989,TR59683,44,2022-03-08,P1,8800,5,44000,7,3,Mar
2990,TR79155,200,2022-03-08,P3,7500,2,15000,4,3,Mar
2991,TR90285,166,2022-03-08,P2,3200,3,9600,12,3,Mar
2992,TR10555,139,2022-04-08,P7,9400,3,28200,11,4,Apr
2993,TR16793,201,2022-04-08,P10,15000,1,15000,2,4,Apr
2994,TR58845,310,2022-04-08,P2,3200,6,19200,6,4,Apr
2995,TR71187,420,2022-04-08,P5,4200,5,21000,9,4,Apr
2996,TR79426,190,2022-04-08,P3,7500,3,22500,9,4,Apr
2997,TR90632,358,2022-04-08,P8,16000,3,48000,7,4,Apr
2998,TR93539,247,2022-04-08,P5,4200,2,8400,12,4,Apr
2999,TR96145,397,2022-04-08,P3,7500,6,45000,6,4,Apr
3000,TR96662,243,2022-04-08,P10,15000,1,15000,4,4,Apr
3001,TR23538,333,2022-05-08,P5,4200,2,8400,8,5,May
3002,TR33240,75,2022-05-08,P9,10000,6,60000,7,5,May
3003,TR41105,416,2022-05-08,P1,8800,8,70400,8,5,May
3004,TR42437,221,2022-05-08,P10,15000,4,60000,2,5,May
3005,TR53873,113,2022-05-08,P2,3200,6,19200,14,5,May
3006,TR65206,418,2022-05-08,P5,4200,3,12600,7,5,May
3007,TR82887,272,2022-05-08,P5,4200,3,12600,4,5,May
3008,TR84433,424,2022-05-08,P10,15000,5,75000,14,5,May
3009,TR88479,195,2022-05-08,P2,3200,7,22400,4,5,May
3010,TR92526,137,2022-05-08,P2,3200,3,9600,13,5,May
3011,TR15201,439,2022-06-08,P2,3200,4,12800,1,6,Jun
3012,TR18389,301,2022-06-08,P8,16000,3,48000,11,6,Jun
3013,TR3067,298,2022-06-08,P8,16000,2,32000,14,6,Jun
3014,TR34713,312,2022-06-08,P2,3200,6,19200,9,6,Jun
3015,TR35016,45,2022-06-08,P9,10000,3,30000,5,6,Jun
3016,TR38731,322,2022-06-08,P10,15000,2,30000,11,6,Jun
3017,TR43690,386,2022-06-08,P5,4200,5,21000,9,6,Jun
3018,TR54264,298,2022-06-08,P3,7500,4,30000,5,6,Jun
3019,TR81199,393,2022-06-08,P9,10000,6,60000,2,6,Jun
3020,TR94447,77,2022-06-08,P6,18000,3,54000,7,6,Jun
3021,TR10194,264,2022-07-08,P8,16000,2,32000,8,7,Jul
3022,TR11542,286,2022-07-08,P8,16000,1,16000,8,7,Jul
3023,TR16850,374,2022-07-08,P7,9400,4,37600,14,7,Jul
3024,TR26336,81,2022-07-08,P1,8800,6,52800,9,7,Jul
3025,TR32161,332,2022-07-08,P5,4200,4,16800,13,7,Jul
3026,TR4697,431,2022-07-08,P8,16000,3,48000,14,7,Jul
3027,TR62372,327,2022-07-08,P7,9400,3,28200,7,7,Jul
3028,TR63136,234,2022-07-08,P4,12000,3,36000,11,7,Jul
3029,TR67236,115,2022-07-08,P2,3200,6,19200,10,7,Jul
3030,TR83406,421,2022-07-08,P3,7500,1,7500,6,7,Jul
3031,TR9330,213,2022-07-08,P3,7500,6,45000,11,7,Jul
3032,TR96823,105,2022-07-08,P8,16000,2,32000,8,7,Jul
3033,TR97782,247,2022-07-08,P3,7500,4,30000,9,7,Jul
3034,TR99172,185,2022-07-08,P1,8800,4,35200,9,7,Jul
3035,TR20902,299,2022-08-08,P8,16000,2,32000,1,8,Aug
3036,TR22246,274,2022-08-08,P3,7500,5,37500,6,8,Aug
3037,TR28349,190,2022-08-08,P8,16000,3,48000,5,8,Aug
3038,TR31279,89,2022-08-08,P6,18000,2,36000,3,8,Aug
3039,TR3712,1,2022-08-08,P10,15000,4,60000,2,8,Aug
3040,TR40538,96,2022-08-08,P9,10000,7,70000,12,8,Aug
3041,TR49656,55,2022-08-08,P4,12000,3,36000,8,8,Aug
3042,TR5797,204,2022-08-08,P1,8800,6,52800,7,8,Aug
3043,TR67955,159,2022-08-08,P1,8800,6,52800,13,8,Aug
3044,TR77153,90,2022-08-08,P4,12000,5,60000,14,8,Aug
3045,TR77234,139,2022-08-08,P5,4200,4,16800,7,8,Aug
3046,TR8891,447,2022-08-08,P10,15000,3,45000,9,8,Aug
3047,TR15996,31,2022-09-08,P7,9400,2,18800,13,9,Sep
3048,TR17484,70,2022-09-08,P4,12000,1,12000,4,9,Sep
3049,TR18727,304,2022-09-08,P6,18000,1,18000,4,9,Sep
3050,TR22314,400,2022-09-08,P9,10000,4,40000,9,9,Sep
3051,TR24655,33,2022-09-08,P5,4200,4,16800,6,9,Sep
3052,TR25758,16,2022-09-08,P9,10000,7,70000,7,9,Sep
3053,TR28062,17,2022-09-08,P4,12000,1,12000,8,9,Sep
3054,TR30250,114,2022-09-08,P1,8800,6,52800,11,9,Sep
3055,TR36588,45,2022-09-08,P4,12000,3,36000,9,9,Sep
3056,TR3908,28,2022-09-08,P10,15000,1,15000,1,9,Sep
